#日期,机构,余额,活期余额
20190510,340101011,30730.94,8111.84
20190510,340101012,37553.2,17032.47
20190510,340101015,23005.82,6031.56
20190510,340101016,38199.51,9482.17
20190510,340101017,18290.99,5354.55
20190510,340101018,20587.16,5626.45
20190510,340101021,12590.26,4728.59
20190510,340101023,9673.83,3907.82
20190510,340101024,14854.92,2891.87
20190510,340101025,27768.69,6363.79
20190510,340101028,41977.3,11040.12
20190510,340101029,10324.82,2805.01
20190510,340101031,29433.3,7410.86
20190510,340101032,23615.01,6672.35
20190510,340101034,22481.09,6898.8
20190510,340101036,22112.06,5145.53
20190510,340101037,20411.26,7607.28
20190510,340101038,18551.33,4334.66
20190510,340101039,13999.56,2645.51
20190510,340101040,19234.34,4556.73
20190510,340101042,12507.61,3360.3
20190510,340101043,29721.27,5796.05
20190510,340101044,10482.45,3280.48
20190510,340101045,47020.05,7198.5
20190510,340101047,13441.47,3110.16
20190510,340101049,10446.44,3497.88
20190510,340101050,29491.9,6901.19
20190510,340101051,23518.13,11932.8
20190510,340101052,15314.76,2897.75
20190510,340101053,12611.11,3494.63
20190510,340101054,13820.79,5183.96
20190510,340101057,13899.54,4409.07
20190510,340101059,10825.26,2398.38
20190510,340101061,13726.41,4456.39
20190510,340101062,14612.46,4745.03
20190510,340101064,36129.34,10635.28
20190510,340101065,22185.32,4037.91
20190510,340101066,6399.59,1476.14
20190510,340101067,13776.58,5533.04
20190510,340121001,21034.36,6898.4
20190510,340121003,7242.99,3100.52
20190510,340121004,18092.97,6449.77
20190510,340121005,36734.61,9849.16
20190510,340121007,31714.28,8693.59
20190510,340121008,23239.9,6928.72
20190510,340121009,25151.32,12399.91
20190510,340121010,16970.11,6845.18
20190510,340121011,29152.57,13339.91
20190510,340121017,17414.65,5735.68
20190510,340121018,22833.05,8089.82
20190510,340121020,5929.89,1994.57
20190510,340122001,38774.25,13063.58
20190510,340122002,34179.06,9201.53
20190510,340122003,14504.65,2866.09
20190510,340122004,8297.17,3326.49
20190510,340122005,3456.24,1176.82
20190510,340122006,33235.6,9013.13
20190510,340122007,21283.86,3685.12
20190510,340122008,24918.75,7501.99
20190510,340122009,24136.38,9474.52
20190510,340122011,32190.76,4680.96
20190510,340122012,15796.47,3246.81
20190510,340122013,20134.01,6085.07
20190510,340122014,19621.49,5119.39
20190510,340122015,14438.17,4183.41
20190510,340122016,23454.93,4392.3
20190510,340122017,16020.1,5867.33
20190510,340122018,12772.39,5313.84
20190510,340122019,22716.87,3221.72
20190510,340122020,26957.35,8580.06
20190510,340122021,25231.28,7166.06
20190510,340123001,32964.69,8432.97
20190510,340123005,48758.39,9672.92
20190510,340123006,34909.65,8022.7
20190510,340123007,52176.6,9431.58
20190510,340123008,43064.64,9688.3
20190510,340123010,25748.36,6115.6
20190510,340123011,54928.24,14759.7
20190510,340123013,43349.83,9617.36
20190510,340123014,24169.13,4803.82
20190510,340123015,34257.08,7513.18
20190510,340123016,36689.1,7089.21
20190510,340123018,34955.83,9811.61
20190510,340123019,33380.08,7111.58
20190510,340124001,19908.28,5172.21
20190510,340124002,44233.94,12008.5
20190510,340124003,24044.25,4487.88
20190510,340124004,35766.14,4483.75
20190510,340124005,32751.06,5390.03
20190510,340124006,23720.39,4955.23
20190510,340124008,32190.93,3221.93
20190510,340124009,43066.09,5692.64
20190510,340124010,11603.2,2325.93
20190510,340124011,31123.09,5867.23
20190510,340124012,24092.09,3317.53
20190510,340124013,18905.44,3237.92
20190510,340124014,33105.37,7886.46
20190510,340124015,28008.24,5183.73
20190510,340124016,27602.02,5169.33
20190510,340124017,19051.76,3737.04
20190510,340124018,29824.94,6233.47
