instno,instlvl,couninstno,cityinstno,instname,fullname,shortname,status
340422103,3,340422,3415,寿县小甸镇营业所,寿县小甸镇营业所,小甸镇营业所,0
340422105,3,340422,3415,寿县炎刘镇营业所,寿县炎刘镇营业所,炎刘镇营业所,0
340422106,3,340422,3415,寿县保义营业所,寿县保义营业所,保义营业所,0
340422107,3,340422,3415,寿县双庙集镇营业所,寿县双庙集镇营业所,双庙集镇营业所,0
340422108,3,340422,3415,寿县大顺镇营业所,寿县大顺镇营业所,大顺镇营业所,0
340422109,3,340422,3415,寿县北街营业所,寿县北街营业所,北街营业所,0
340422110,3,340422,3415,寿县棋盘街营业所,寿县棋盘街营业所,棋盘街营业所,0
340422111,3,340422,3415,寿县瓦埠镇营业所,寿县瓦埠镇营业所,瓦埠镇营业所,0
340422112,3,340422,3415,寿县双桥营业所,寿县双桥营业所,双桥营业所,0
340422113,3,340422,3415,寿县刘岗镇营业所,寿县刘岗镇营业所,刘岗镇营业所,0
340422114,3,340422,3415,寿县正阳营业所,寿县正阳营业所,正阳营业所,0
340422115,3,340422,3415,寿县建设营业所,寿县建设营业所,建设营业所,0
340422117,3,340422,3415,寿县板桥营业所,寿县板桥营业所,板桥营业所,0
340422118,3,340422,3415,寿县堰口营业所,寿县堰口营业所,堰口营业所,0
340422119,3,340422,3415,寿县戈店营业所,寿县戈店营业所,戈店营业所,0
340422120,3,340422,3415,寿县安丰营业所,寿县安丰营业所,安丰营业所,0
340422121,3,340422,3415,寿县隐贤营业所,寿县隐贤营业所,隐贤营业所,0
340422122,3,340422,3415,寿县安丰镇商品街营业所 ,寿县安丰镇商品街营业所 ,安丰镇商品街营业所,0
340422123,3,340422,3415,寿县杨仙营业所,寿县杨仙营业所,杨仙营业所,0
340422125,3,340422,3415,寿县闫店营业所,寿县闫店营业所,闫店营业所,0
340422126,3,340422,3415,寿县三觉营业所,寿县三觉营业所,三觉营业所,0
340422127,3,340422,3415,寿县茶庵镇营业所,寿县茶庵镇营业所,茶庵镇营业所,0
340422128,3,340422,3415,寿县迎河营业所,寿县迎河营业所,迎河营业所,0
340422129,3,340422,3415,寿县箭道巷营业所,寿县箭道巷营业所,箭道巷营业所,0
3405,1,000000,3405,马鞍山地区,马鞍山,马鞍山,0
340501,2,340501,3405,马鞍山,马鞍山,马鞍山,0
340501001,3,340501,3405,马鞍山市金汇营业所,马鞍山市金汇营业所,金汇营业所,0
340501003,3,340501,3405,马鞍山市军民路营业所,马鞍山市军民路营业所,军民路营业所,0
340501004,3,340501,3405,马鞍山市健康路营业所,马鞍山市健康路营业所,健康路营业所,0
340501006,3,340501,3405,马鞍山市西湖花园营业所 ,马鞍山市西湖花园营业所 ,西湖花园营业所,0
340501007,3,340501,3405,马鞍山市邮政大厦营业所 ,马鞍山市邮政大厦营业所 ,邮政大厦营业所,0
340501008,3,340501,3405,马鞍山市火车站营业所,马鞍山市火车站营业所,火车站营业所,0
340501009,3,340501,3405,马鞍山市东苑营业所,马鞍山市东苑营业所,东苑营业所,9
340501010,3,340501,3405,马鞍山市西园路营业所,马鞍山市西园路营业所,西园路营业所,0
340501012,3,340501,3405,马鞍山市秀山营业所,马鞍山市秀山营业所,秀山营业所,0
340501013,3,340501,3405,马鞍山市采秣路营业所,马鞍山市采秣路营业所,采秣路营业所,0
340501014,3,340501,3405,马鞍山市菊园路营业所,马鞍山市菊园路营业所,菊园路营业所,9
340501015,3,340501,3405,马鞍山市湖南路营业所,马鞍山市湖南路营业所,湖南路营业所,0
340501016,3,340501,3405,马鞍山市康乐路营业所,马鞍山市康乐路营业所,康乐路营业所,0
340501017,3,340501,3405,马鞍山市大钟楼营业所,马鞍山市大钟楼营业所,大钟楼营业所,0
340501019,3,340501,3405,马鞍山市红旗南路营业所 ,马鞍山市红旗南路营业所 ,红旗南路营业所,0
340501020,3,340501,3405,马鞍山市塘岔营业所,马鞍山市塘岔营业所,塘岔营业所,0
340501021,3,340501,3405,马鞍山市杨家山营业所,马鞍山市杨家山营业所,杨家山营业所,0
340501023,3,340501,3405,马鞍山市向山营业所,马鞍山市向山营业所,向山营业所,0
340501025,3,340501,3405,马鞍山市采石营业所,马鞍山市采石营业所,采石营业所,0
340501029,3,340501,3405,马鞍山市银塘营业所,马鞍山市银塘营业所,银塘营业所,0
340501030,3,340501,3405,马鞍山市商业街营业所,马鞍山市商业街营业所,商业街营业所,0
340521,2,340521,3405,当涂县,当涂县,当涂县,0
340521001,3,340521,3405,当涂县亭头营业所,当涂县亭头营业所,亭头营业所,0
340521003,3,340521,3405,当涂县查湾营业所,当涂县查湾营业所,查湾营业所,0
340521004,3,340521,3405,马鞍山市新博营业所,马鞍山市新博营业所,新博营业所,0
340521006,3,340521,3405,当涂县黄池镇营业所,当涂县黄池镇营业所,黄池镇营业所,0
340521010,3,340521,3405,当涂县石桥镇营业所,当涂县石桥镇营业所,石桥镇营业所,0
340521011,3,340521,3405,当涂县太白镇营业所,当涂县太白镇营业所,太白镇营业所,0
340521012,3,340521,3405,当涂县南寺东路营业所,当涂县南寺东路营业所,南寺东路营业所,0
340521013,3,340521,3405,当涂县西街营业所,当涂县西街营业所,西街营业所,0
340521014,3,340521,3405,马鞍山市新市镇营业所,马鞍山市新市镇营业所,新市镇营业所,0
340521017,3,340521,3405,当涂县年陡营业所,当涂县年陡营业所,年陡营业所,0
340521019,3,340521,3405,当涂县湖阳乡营业所,当涂县湖阳乡营业所,湖阳乡营业所,0
340521020,3,340521,3405,当涂县振兴路营业所,当涂县振兴路营业所,振兴路营业所,0
340521021,3,340521,3405,马鞍山市博望新街营业所 ,马鞍山市博望新街营业所 ,博望新街营业所,0
340521022,3,340521,3405,马鞍山市丹阳镇营业所,马鞍山市丹阳镇营业所,丹阳镇营业所,0
340521023,3,340521,3405,当涂县乌溪镇营业所,当涂县乌溪镇营业所,乌溪镇营业所,0
340521024,3,340521,3405,当涂县塘南镇营业所,当涂县塘南镇营业所,塘南镇营业所,0
340521025,3,340521,3405,当涂县大陇乡营业所,当涂县大陇乡营业所,大陇乡营业所,0
340522,2,340522,3405,含山县,含山县,含山县,0
340522001,3,340522,3405,含山县南门营业所,含山县南门营业所,南门营业所,0
340522003,3,340522,3405,含山县林头镇营业所,含山县林头镇营业所,林头镇营业所,0
340522004,3,340522,3405,含山县东关营业所,含山县东关营业所,东关营业所,0
340522006,3,340522,3405,含山县运漕镇营业所,含山县运漕镇营业所,运漕镇营业所,0
340522007,3,340522,3405,含山县清溪镇营业所,含山县清溪镇营业所,清溪镇营业所,0
340522008,3,340522,3405,含山县仙踪镇营业所,含山县仙踪镇营业所,仙踪镇营业所,0
340522009,3,340522,3405,含山县铜闸镇营业所,含山县铜闸镇营业所,铜闸镇营业所,0
340522010,3,340522,3405,含山县杨山营业所,含山县杨山营业所,杨山营业所,0
340522011,3,340522,3405,含山县东门营业所,含山县东门营业所,东门营业所,0
340522013,3,340522,3405,含山县东关街营业所,含山县东关街营业所,东关街营业所,0
340522015,3,340522,3405,含山县昭关镇营业所,含山县昭关镇营业所,昭关镇营业所,0
340523,2,340523,3405,和县,和县,和县,0
340523001,3,340523,3405,和县富康路营业所,和县富康路营业所,富康路营业所,0
340523002,3,340523,3405,和县南门营业所,和县南门营业所,南门营业所,0
340523004,3,340523,3405,和县西梁山营业所,和县西梁山营业所,西梁山营业所,0
340523005,3,340523,3405,和县新桥镇营业所,和县新桥镇营业所,新桥镇营业所,0
340523006,3,340523,3405,和县西埠镇营业所,和县西埠镇营业所,西埠镇营业所,0
340523007,3,340523,3405,和县石杨镇营业所,和县石杨镇营业所,石杨镇营业所,0
340523008,3,340523,3405,和县乌江镇营业所,和县乌江镇营业所,乌江镇营业所,0
340523009,3,340523,3405,和县善厚镇营业所,和县善厚镇营业所,善厚镇营业所,0
340523010,3,340523,3405,和县香泉镇营业所,和县香泉镇营业所,香泉镇营业所,0
340523012,3,340523,3405,和县白桥镇营业所,和县白桥镇营业所,白桥镇营业所,0
340523013,3,340523,3405,和县南义营业所,和县南义营业所,南义营业所,0
3406,1,000000,3406,淮北地区,淮北,淮北,0
340601,2,340601,3406,淮北市,淮北市,淮北市,0
340601002,3,340601,3406,淮北市翠峰路营业所,淮北市翠峰路营业所,翠峰路营业所,0
340601003,3,340601,3406,淮北市海宫营业所,淮北市海宫营业所,海宫营业所,0
340601005,3,340601,3406,淮北市惠黎东路营业所,淮北市惠黎东路营业所,惠黎东路营业所,0
340601006,3,340601,3406,淮北市古城东路营业所,淮北市古城东路营业所,古城东路营业所,0
340601007,3,340601,3406,淮北市钟楼营业所,淮北市钟楼营业所,钟楼营业所,0
340601008,3,340601,3406,淮北市相山南路营业所,淮北市相山南路营业所,相山南路营业所,9
340601009,3,340601,3406,淮北市南黎路营业所,淮北市南黎路营业所,南黎路营业所,0
340601010,3,340601,3406,淮北市洪山路营业所,淮北市洪山路营业所,洪山路营业所,0
340601011,3,340601,3406,淮北市石台营业所,淮北市石台营业所,石台营业所,0
340601013,3,340601,3406,淮北市杨庄营业所,淮北市杨庄营业所,杨庄营业所,0
340601016,3,340601,3406,淮北市濉溪路营业所,淮北市濉溪路营业所,濉溪路营业所,0
340601017,3,340601,3406,淮北市渠沟营业所,淮北市渠沟营业所,渠沟营业所,0
340601018,3,340601,3406,淮北市高岳镇营业所,淮北市高岳镇营业所,高岳镇营业所,0
340601019,3,340601,3406,淮北市岱河营业所,淮北市岱河营业所,岱河营业所,0
340601020,3,340601,3406,淮北市东黎营业所,淮北市东黎营业所,东黎营业所,0
340601021,3,340601,3406,淮北市矿山集镇营业所,淮北市矿山集镇营业所,矿山集镇营业所,0
340601022,3,340601,3406,淮北市朱庄营业所,淮北市朱庄营业所,朱庄营业所,0
340601023,3,340601,3406,淮北市朔西营业所,淮北市朔西营业所,朔西营业所,0
340601024,3,340601,3406,淮北市朔里营业所,淮北市朔里营业所,朔里营业所,0
340601026,3,340601,3406,淮北市袁庄营业所,淮北市袁庄营业所,袁庄营业所,0
340601027,3,340601,3406,淮北市段园镇营业所,淮北市段园镇营业所,段园镇营业所,0
340601028,3,340601,3406,淮北市纵楼营业所,淮北市纵楼营业所,纵楼营业所,0
340601030,3,340601,3406,淮北市土楼营业所,淮北市土楼营业所,土楼营业所,0
340601031,3,340601,3406,淮北市蔡里营业所,淮北市蔡里营业所,蔡里营业所,0
340601032,3,340601,3406,淮北市烈山营业所,淮北市烈山营业所,烈山营业所,0
340601033,3,340601,3406,淮北市赵集营业所,淮北市赵集营业所,赵集营业所,0
340601036,3,340601,3406,淮北市古饶镇营业所,淮北市古饶镇营业所,古饶镇营业所,0
340621,2,340621,3406,濉溪县,濉溪县,濉溪县,0
340621002,3,340621,3406,濉溪县龙河营业所,濉溪县龙河营业所,龙河营业所,0
340621003,3,340621,3406,濉溪县虎山路营业所,濉溪县虎山路营业所,虎山路营业所,0
340621005,3,340621,3406,濉溪县刘桥镇营业所,濉溪县刘桥镇营业所,刘桥镇营业所,0
340621006,3,340621,3406,濉溪县百善镇营业所,濉溪县百善镇营业所,百善镇营业所,0
340621007,3,340621,3406,濉溪县临涣镇营业所,濉溪县临涣镇营业所,临涣镇营业所,0
340621009,3,340621,3406,淮北市古饶镇支行,淮北市古饶镇支行,古饶镇支行,9
340621010,3,340621,3406,濉溪县百善矿营业所,濉溪县百善矿营业所,百善矿营业所,0
340621012,3,340621,3406,濉溪县祁集营业所,濉溪县祁集营业所,祁集营业所,0
340621013,3,340621,3406,濉溪县韩村镇营业所,濉溪县韩村镇营业所,韩村镇营业所,0
340621014,3,340621,3406,濉溪县四铺营业所,濉溪县四铺营业所,四铺营业所,0
340621015,3,340621,3406,濉溪县孙町镇营业所,濉溪县孙町镇营业所,孙町镇营业所,0
340621016,3,340621,3406,濉溪县南坪镇营业所,濉溪县南坪镇营业所,南坪镇营业所,0
340621017,3,340621,3406,濉溪县烈山路营业所,濉溪县烈山路营业所,烈山路营业所,0
340621018,3,340621,3406,濉溪县铁佛镇营业所,濉溪县铁佛镇营业所,铁佛镇营业所,0
340621019,3,340621,3406,濉溪县双堆镇营业所,濉溪县双堆镇营业所,双堆镇营业所,0
340621020,3,340621,3406,濉溪县溪河路营业所,濉溪县溪河路营业所,溪河路营业所,0
340621021,3,340621,3406,濉溪县杨柳营业所,濉溪县杨柳营业所,杨柳营业所,0
340621023,3,340621,3406,濉溪县任集营业所,濉溪县任集营业所,任集营业所,0
340621031,3,340621,3406,濉溪县五沟镇营业所,濉溪县五沟镇营业所,五沟镇营业所,0
340621034,3,340621,3406,濉溪县岳集营业所,濉溪县岳集营业所,岳集营业所,0
3407,1,000000,3407,铜陵地区,铜陵,铜陵,0
340701,2,340701,3407,铜陵市,铜陵市,铜陵市,0
340701004,3,340701,3407,铜陵市义安路营业所,铜陵市义安路营业所,义安路营业所,0
340701005,3,340701,3407,铜陵市长江东村营业所,铜陵市长江东村营业所,长江东村营业所,0
340701007,3,340701,3407,铜陵市解放路营业所,铜陵市解放路营业所,解放路营业所,9
340701008,3,340701,3407,铜陵市横港营业所,铜陵市横港营业所,横港营业所,0
340701009,3,340701,3407,铜陵市幸福村营业所,铜陵市幸福村营业所,幸福村营业所,0
340701010,3,340701,3407,铜陵市凤凰山营业所,铜陵市凤凰山营业所,凤凰山营业所,0
340701011,3,340701,3407,铜陵市泰山大道营业所,铜陵市泰山大道营业所,泰山大道营业所,0
340701012,3,340701,3407,铜陵市杨家山营业所,铜陵市杨家山营业所,杨家山营业所,0
340701013,3,340701,3407,铜陵市火车站营业所,铜陵市火车站营业所,火车站营业所,0
340701014,3,340701,3407,铜陵市西郊营业所,铜陵市西郊营业所,西郊营业所,0
340701015,3,340701,3407,铜陵市立新营业所,铜陵市立新营业所,立新营业所,0
340701017,3,340701,3407,铜陵市发电厂营业所,铜陵市发电厂营业所,发电厂营业所,0
340701018,3,340701,3407,铜陵市机厂营业所,铜陵市机厂营业所,机厂营业所,0
340701019,3,340701,3407,铜陵市大市场营业所,铜陵市大市场营业所,大市场营业所,0
340701020,3,340701,3407,铜陵市翠湖路营业所,铜陵市翠湖路营业所,翠湖路营业所,0
340701021,3,340701,3407,铜陵市爱西营业所,铜陵市爱西营业所,爱西营业所,9
340701022,3,340701,3407,铜陵市淮河北路营业所,铜陵市淮河北路营业所,淮河北路营业所,0
340701023,3,340701,3407,铜陵市朝山营业所,铜陵市朝山营业所,朝山营业所,0
340701025,3,340701,3407,铜陵市普济圩营业所,铜陵市普济圩营业所,普济圩营业所,0
340701028,3,340701,3407,铜陵市铜庄营业所,铜陵市铜庄营业所,铜庄营业所,0
340701035,3,340701,3407,铜陵市富览苑营业所,铜陵市富览苑营业所,富览苑营业所,0
340701036,3,340701,3407,铜陵市西联营业所,铜陵市西联营业所,西联营业所,0
340701037,3,340701,3407,铜陵市胥坝营业所,铜陵市胥坝营业所,胥坝营业所,0
340701038,3,340701,3407,铜陵市大通镇营业所,铜陵市大通镇营业所,大通镇营业所,0
340701039,3,340701,3407,铜陵市钟仓营业所,铜陵市钟仓营业所,钟仓营业所,0
340701040,3,340701,3407,铜陵市七零一营业所,铜陵市七零一营业所,七零一营业所,0
340701041,3,340701,3407,铜陵市朱村营业所,铜陵市朱村营业所,朱村营业所,0
340701042,3,340701,3407,铜陵市钟鸣营业所,铜陵市钟鸣营业所,钟鸣营业所,0
340701043,3,340701,3407,铜陵市新桥营业所,铜陵市新桥营业所,新桥营业所,0
340701044,3,340701,3407,铜陵市天门营业所,铜陵市天门营业所,天门营业所,0
340701045,3,340701,3407,铜陵市二冶营业所,铜陵市二冶营业所,二冶营业所,0
340701046,3,340701,3407,铜陵市东联营业所,铜陵市东联营业所,东联营业所,0
340701047,3,340701,3407,铜陵市城南营业所,铜陵市城南营业所,城南营业所,0
340701048,3,340701,3407,铜陵市金榔营业所,铜陵市金榔营业所,金榔营业所,0
340722,2,340722,3407,枞阳县,枞阳县,枞阳县,0
340722102,3,340722,3408,枞阳县正大街营业所,枞阳县正大街营业所,正大街营业所,0
340722103,3,340722,3408,枞阳县城关第三营业所,枞阳县城关第三营业所,城关第三营业所,0
340722104,3,340722,3408,枞阳县下枞阳营业所,枞阳县下枞阳营业所,下枞阳营业所,0
340722105,3,340722,3408,枞阳县左岗营业所,枞阳县左岗营业所,左岗营业所,0
340722106,3,340722,3408,枞阳县周潭镇营业所,枞阳县周潭镇营业所,周潭镇营业所,0
340722107,3,340722,3408,枞阳县汤沟镇营业所,枞阳县汤沟镇营业所,汤沟镇营业所,0
340722108,3,340722,3408,枞阳县老洲镇营业所,枞阳县老洲镇营业所,老洲镇营业所,0
340722109,3,340722,3408,枞阳县其林镇营业所,枞阳县其林镇营业所,其林镇营业所,0
340722110,3,340722,3408,枞阳县义津镇营业所,枞阳县义津镇营业所,义津镇营业所,0
340722111,3,340722,3408,枞阳县钱桥镇营业所,枞阳县钱桥镇营业所,钱桥镇营业所,0
340722112,3,340722,3408,枞阳县会宫乡营业所,枞阳县会宫乡营业所,会宫乡营业所,0
340722113,3,340722,3408,枞阳县官桥镇营业所,枞阳县官桥镇营业所,官桥镇营业所,0
340722114,3,340722,3408,枞阳县项铺镇营业所,枞阳县项铺镇营业所,项铺镇营业所,0
340722115,3,340722,3408,枞阳县OU山镇营业所,枞阳县OU山镇营业所,OU山镇营业所,0
340722116,3,340722,3408,枞阳县石矶营业所,枞阳县石矶营业所,石矶营业所,0
340722118,3,340722,3408,枞阳县桂坝营业所,枞阳县桂坝营业所,桂坝营业所,0
340722119,3,340722,3408,枞阳县白湖乡营业所,枞阳县白湖乡营业所,白湖乡营业所,0
340722121,3,340722,3408,枞阳县陈瑶湖镇营业所,枞阳县陈瑶湖镇营业所,陈瑶湖镇营业所,0
340722122,3,340722,3408,枞阳县雨坛营业所,枞阳县雨坛营业所,雨坛营业所,0
340722123,3,340722,3408,枞阳县浮山镇营业所,枞阳县浮山镇营业所,浮山镇营业所,0
340722124,3,340722,3408,枞阳县孙畈营业所,枞阳县孙畈营业所,孙畈营业所,0
340722125,3,340722,3408,枞阳县方仓营业所,枞阳县方仓营业所,方仓营业所,0
340722126,3,340722,3408,枞阳县金山路营业所,枞阳县金山路营业所,金山路营业所,0
3408,1,000000,3408,安庆地区,安庆,安庆,0
340801,2,340801,3408,安庆市,安庆市,安庆市,0
340801003,3,340801,3408,安庆市纺织南路营业所,安庆市纺织南路营业所,纺织南路营业所,0
340801004,3,340801,3408,安庆市玉琳路营业所,安庆市玉琳路营业所,玉琳路营业所,9
340801005,3,340801,3408,安庆市市府路营业所,安庆市市府路营业所,市府路营业所,0
340801006,3,340801,3408,安庆市雷池路营业所,安庆市雷池路营业所,雷池路营业所,0
340801007,3,340801,3408,安庆市长风营业所,安庆市长风营业所,长风营业所,0
340801012,3,340801,3408,安庆市孝肃路营业所,安庆市孝肃路营业所,孝肃路营业所,0
340801013,3,340801,3408,安庆市四方城营业所,安庆市四方城营业所,四方城营业所,0
340801015,3,340801,3408,安庆市白泽乡营业所,安庆市白泽乡营业所,白泽乡营业所,0
340801016,3,340801,3408,安庆市人民东路营业所,安庆市人民东路营业所,人民东路营业所,0
340801017,3,340801,3408,安庆市柏子桥营业所,安庆市柏子桥营业所,柏子桥营业所,0
340801018,3,340801,3408,安庆市皖江大道营业所,安庆市皖江大道营业所,皖江大道营业所,0
340801019,3,340801,3408,安庆市杨桥镇营业所,安庆市杨桥镇营业所,杨桥镇营业所,0
340801020,3,340801,3408,安庆市双河营业所,安庆市双河营业所,双河营业所,0
340801021,3,340801,3408,安庆市华中东路营业所,安庆市华中东路营业所,华中东路营业所,0
340801022,3,340801,3408,安庆市十里营业所,安庆市十里营业所,十里营业所,0
340801023,3,340801,3408,安庆市回祥小区营业所,安庆市回祥小区营业所,回祥小区营业所,0
340801024,3,340801,3408,安庆市湖心路营业所,安庆市湖心路营业所,湖心路营业所,0
340801025,3,340801,3408,安庆市七街营业所,安庆市七街营业所,七街营业所,0
340801032,3,340801,3408,安庆市大龙山营业所,安庆市大龙山营业所,大龙山营业所,0
340801033,3,340801,3408,安庆市海口镇营业所,安庆市海口镇营业所,海口镇营业所,0
340801034,3,340801,3408,安庆市光彩营业所,安庆市光彩营业所,光彩营业所,0
340822,2,340822,3408,怀宁县,怀宁县,怀宁县,0
340822002,3,340822,3408,怀宁县黄龙镇营业所,怀宁县黄龙镇营业所,黄龙镇营业所,0
340822003,3,340822,3408,怀宁县新安营业所,怀宁县新安营业所,新安营业所,0
340822004,3,340822,3408,怀宁县黄墩营业所,怀宁县黄墩营业所,黄墩营业所,0
340822005,3,340822,3408,怀宁县三桥镇营业所,怀宁县三桥镇营业所,三桥镇营业所,0
340822006,3,340822,3408,怀宁县江镇营业所,怀宁县江镇营业所,江镇营业所,0
340822007,3,340822,3408,怀宁县金拱镇营业所,怀宁县金拱镇营业所,金拱镇营业所,0
340822008,3,340822,3408,怀宁县马庙镇营业所,怀宁县马庙镇营业所,马庙镇营业所,0
340822009,3,340822,3408,怀宁县洪铺镇营业所,怀宁县洪铺镇营业所,洪铺镇营业所,0
340822010,3,340822,3408,怀宁县月山镇营业所,怀宁县月山镇营业所,月山镇营业所,0
340822013,3,340822,3408,怀宁县电信大楼营业所,怀宁县电信大楼营业所,电信大楼营业所,0
340822014,3,340822,3408,怀宁县小市镇营业所,怀宁县小市镇营业所,小市镇营业所,0
340822015,3,340822,3408,怀宁县茶岭营业所,怀宁县茶岭营业所,茶岭营业所,0
340822016,3,340822,3408,怀宁县清河营业所,怀宁县清河营业所,清河营业所,0
340822018,3,340822,3408,怀宁县大洼营业所,怀宁县大洼营业所,大洼营业所,0
340822019,3,340822,3408,怀宁县石镜营业所,怀宁县石镜营业所,石镜营业所,0
340822020,3,340822,3408,怀宁县三祝营业所,怀宁县三祝营业所,三祝营业所,0
340822022,3,340822,3408,怀宁县平山镇营业所,怀宁县平山镇营业所,平山镇营业所,0
340822023,3,340822,3408,怀宁县腊树镇营业所,怀宁县腊树镇营业所,腊树镇营业所,0
340822025,3,340822,3408,怀宁县高河镇营业所,怀宁县高河镇营业所,高河镇营业所,0
340822026,3,340822,3408,怀宁县稼仙路营业所,怀宁县稼仙路营业所,稼仙路营业所,9
340822028,3,340822,3408,怀宁县独秀大道营业所,怀宁县独秀大道营业所,独秀大道营业所,0
340822031,3,340822,3408,怀宁县雷埠乡营业所,怀宁县雷埠乡营业所,雷埠乡营业所,0
340824,2,340824,3408,潜山县,潜山县,潜山县,0
340824002,3,340824,3408,潜山县潜阳营业所,潜山县潜阳营业所,潜阳营业所,0
340824003,3,340824,3408,潜山县油坝乡营业所,潜山县油坝乡营业所,油坝乡营业所,0
340824004,3,340824,3408,潜山县黄铺镇营业所,潜山县黄铺镇营业所,黄铺镇营业所,0
340824005,3,340824,3408,潜山县王河镇营业所,潜山县王河镇营业所,王河镇营业所,0
340824006,3,340824,3408,潜山县舒州路营业所,潜山县舒州路营业所,舒州路营业所,0
340824007,3,340824,3408,潜山县痘姆营业所,潜山县痘姆营业所,痘姆营业所,0
340824008,3,340824,3408,潜山县水吼镇营业所,潜山县水吼镇营业所,水吼镇营业所,0
340824010,3,340824,3408,潜山县天柱山营业所,潜山县天柱山营业所,天柱山营业所,0
340824011,3,340824,3408,潜山县余井镇营业所,潜山县余井镇营业所,余井镇营业所,0
340824013,3,340824,3408,潜山县黄泥镇营业所,潜山县黄泥镇营业所,黄泥镇营业所,0
340824014,3,340824,3408,潜山县槎水镇营业所,潜山县槎水镇营业所,槎水镇营业所,0
340824015,3,340824,3408,潜山县城西营业所,潜山县城西营业所,城西营业所,0
340824016,3,340824,3408,潜山县塔畈乡营业所,潜山县塔畈乡营业所,塔畈乡营业所,0
340824017,3,340824,3408,潜山县黄柏镇营业所,潜山县黄柏镇营业所,黄柏镇营业所,0
340824018,3,340824,3408,潜山县双峰营业所,潜山县双峰营业所,双峰营业所,0
340824019,3,340824,3408,潜山县棋盘营业所,潜山县棋盘营业所,棋盘营业所,0
340824020,3,340824,3408,潜山县舒苑营业所,潜山县舒苑营业所,舒苑营业所,0
340824021,3,340824,3408,潜山县官庄营业所,潜山县官庄营业所,官庄营业所,0
340825,2,340825,3408,太湖县,太湖县,太湖县,0
340825001,3,340825,3408,太湖县江塘乡营业所,太湖县江塘乡营业所,江塘乡营业所,0
340825002,3,340825,3408,太湖县寺前镇营业所,太湖县寺前镇营业所,寺前镇营业所,0
340825003,3,340825,3408,太湖县黄镇营业所,太湖县黄镇营业所,黄镇营业所,0
340825004,3,340825,3408,太湖县弥陀镇营业所,太湖县弥陀镇营业所,弥陀镇营业所,0
340825005,3,340825,3408,太湖县北中镇营业所,太湖县北中镇营业所,北中镇营业所,0
340825006,3,340825,3408,太湖县牛镇镇营业所,太湖县牛镇镇营业所,牛镇镇营业所,0
340825007,3,340825,3408,太湖县刘羊营业所,太湖县刘羊营业所,刘羊营业所,0
340825008,3,340825,3408,太湖县刘畈营业所,太湖县刘畈营业所,刘畈营业所,0
340825009,3,340825,3408,太湖县百里镇营业所,太湖县百里镇营业所,百里镇营业所,0
340825010,3,340825,3408,太湖县富强路营业所,太湖县富强路营业所,富强路营业所,0
340825012,3,340825,3408,太湖县老城营业所,太湖县老城营业所,老城营业所,0
340825013,3,340825,3408,太湖县东山头营业所,太湖县东山头营业所,东山头营业所,0
340825014,3,340825,3408,太湖县徐桥镇营业所,太湖县徐桥镇营业所,徐桥镇营业所,0
340825016,3,340825,3408,太湖县小池镇营业所,太湖县小池镇营业所,小池镇营业所,0
340825017,3,340825,3408,太湖县大石营业所,太湖县大石营业所,大石营业所,0
340826,2,340826,3408,宿松县,宿松县,宿松县,0
340826002,3,340826,3408,宿松县破凉镇营业所,宿松县破凉镇营业所,破凉镇营业所,0
340826003,3,340826,3408,宿松县凉亭镇营业所,宿松县凉亭镇营业所,凉亭镇营业所,0
340826004,3,340826,3408,宿松县二郎镇营业所,宿松县二郎镇营业所,二郎镇营业所,0
340826005,3,340826,3408,宿松县陈汉营业所,宿松县陈汉营业所,陈汉营业所,0
340826006,3,340826,3408,宿松县佐坝乡营业所,宿松县佐坝乡营业所,佐坝乡营业所,0
340826007,3,340826,3408,宿松县汇口镇营业所,宿松县汇口镇营业所,汇口镇营业所,0
340826008,3,340826,3408,宿松县工贸区营业所,宿松县工贸区营业所,工贸区营业所,0
340826009,3,340826,3408,宿松县皖蜀春营业所,宿松县皖蜀春营业所,皖蜀春营业所,0
340826010,3,340826,3408,宿松县坝头营业所,宿松县坝头营业所,坝头营业所,0
340826011,3,340826,3408,宿松县下仓镇营业所,宿松县下仓镇营业所,下仓镇营业所,0
340826012,3,340826,3408,宿松县皖西南营业所,宿松县皖西南营业所,皖西南营业所,0
340826013,3,340826,3408,宿松县套口营业所,宿松县套口营业所,套口营业所,0
340826014,3,340826,3408,宿松县长铺镇营业所,宿松县长铺镇营业所,长铺镇营业所,0
340826017,3,340826,3408,宿松县九姑乡营业所,宿松县九姑乡营业所,九姑乡营业所,0
340826018,3,340826,3408,宿松县程营营业所,宿松县程营营业所,程营营业所,0
340826019,3,340826,3408,宿松县许岭镇营业所,宿松县许岭镇营业所,许岭镇营业所,0
340826020,3,340826,3408,宿松县洲头乡营业所,宿松县洲头乡营业所,洲头乡营业所,0
340826021,3,340826,3408,宿松县高岭营业所,宿松县高岭营业所,高岭营业所,0
340826022,3,340826,3408,宿松县河塌营业所,宿松县河塌营业所,河塌营业所,0
340827,2,340827,3408,望江县,望江县,望江县,0
340827001,3,340827,3408,望江县青草湖营业所,望江县青草湖营业所,青草湖营业所,0
340827002,3,340827,3408,望江县漳湖镇营业所,望江县漳湖镇营业所,漳湖镇营业所,0
340827003,3,340827,3408,望江县赛口镇营业所,望江县赛口镇营业所,赛口镇营业所,0
340827004,3,340827,3408,望江县高士镇营业所,望江县高士镇营业所,高士镇营业所,0
